Timestamp,Household_ID,Electricity_Usage_kWh,Temperature,Humidity,Weather_Condition,Peak_Load,Appliance_Usage,Midnight_Usage,Usage_Pattern,Sudden_Spike_Flag,Continuous_Load_Flag,Weather_Mismatch_Flag,Anomaly_Type,Anomaly_Status,Predicted_Energy_Usage,AI_Recommendation
05/01/25 15:00,HH_1047,5.78,19.2,54,Cloudy,1,7,4.59,Work From Home,1,1,1,Power Theft,Critical,5.24,Reduce peak hour usage
05/01/25 18:00,HH_1014,12.58,42,52,Rainy,0,2,5.7,High Evening Usage,0,0,0,None,Normal,11.8,No action required
05/01/25 21:00,HH_1030,13.34,31.5,43,Stormy,1,4,3.67,Normal,0,1,0,Power Theft,Critical,14.31,Check faulty appliances
06/01/25 0:00,HH_1102,11.68,40.6,42,Sunny,0,3,4.21,Weekend Peak,0,0,1,Continuous Overload,Critical,10.75,Reduce peak hour usage
06/01/25 3:00,HH_1088,4.14,18.3,56,Stormy,1,12,5.36,Work From Home,0,1,0,Unexpected Spike,Critical,4.3,Reduce peak hour usage
06/01/25 6:00,HH_1069,6.82,25.7,45,Sunny,1,5,4.53,Low Consumption,1,1,0,Continuous Overload,Critical,6.51,Inspect wiring and meter
06/01/25 9:00,HH_1091,16.14,37.1,51,Cloudy,1,10,0.16,High Evening Usage,0,0,1,Continuous Overload,Warning,17.87,Schedule heavy appliances during off-peak hours
06/01/25 12:00,HH_1126,7.06,28.8,31,Sunny,1,5,1.91,Low Consumption,1,1,1,Continuous Overload,Critical,7.1,Check faulty appliances
06/01/25 15:00,HH_1070,13.68,25.4,44,Sunny,1,3,4.48,High Evening Usage,0,0,1,Unexpected Spike,Critical,16.34,Inspect wiring and meter
06/01/25 18:00,HH_1076,2.72,23.5,41,Cloudy,0,6,0.37,Normal,1,0,1,Power Theft,Warning,2.92,Use energy-efficient devices
06/01/25 21:00,HH_1123,6.41,28.6,41,Sunny,1,3,4.95,Work From Home,1,0,0,Appliance Fault,Warning,7.33,Use energy-efficient devices
07/01/25 0:00,HH_1022,14.35,41.9,37,Windy,0,10,2.34,Work From Home,1,1,1,Power Theft,Warning,16.99,Optimize AC temperature settings
07/01/25 3:00,HH_1055,6.22,24.4,35,Rainy,0,4,0.12,Work From Home,1,1,0,Appliance Fault,Critical,6.92,Reduce peak hour usage
07/01/25 6:00,HH_1117,14.71,19.7,44,Cloudy,0,8,0.78,High Evening Usage,0,1,0,Power Theft,Warning,13.97,Use energy-efficient devices
07/01/25 9:00,HH_1146,9.76,40.1,58,Sunny,1,8,5.66,Low Consumption,1,1,0,Power Theft,Critical,10.93,Reduce peak hour usage
07/01/25 12:00,HH_1065,11.6,18.6,44,Windy,0,12,4.95,Low Consumption,0,0,1,Continuous Overload,Critical,11.07,Reduce peak hour usage
07/01/25 15:00,HH_1112,9.79,33.2,61,Sunny,1,7,1.99,Normal,0,1,1,Continuous Overload,Critical,10.76,Check faulty appliances
07/01/25 18:00,HH_1141,6.41,18.9,35,Cloudy,0,8,5.2,Normal,1,1,0,Appliance Fault,Critical,6.97,Check faulty appliances
07/01/25 21:00,HH_1114,11.01,36.2,43,Cloudy,1,9,5.3,Work From Home,0,0,0,None,Normal,12.25,No action required
08/01/25 0:00,HH_1080,3.94,31.2,65,Stormy,0,9,5.69,High Evening Usage,1,1,1,Continuous Overload,Critical,4.7,Inspect wiring and meter
08/01/25 3:00,HH_1117,16.79,31.2,54,Rainy,0,3,1.73,Work From Home,1,1,0,Unexpected Spike,Critical,19.33,Reduce peak hour usage
08/01/25 6:00,HH_1126,10.01,38.8,58,Windy,1,10,4.6,Work From Home,1,1,0,Appliance Fault,Critical,9.71,Check faulty appliances
08/01/25 9:00,HH_1012,8.48,25.6,60,Stormy,0,9,5.79,High Evening Usage,1,0,1,Power Theft,Critical,7.67,Inspect wiring and meter
08/01/25 12:00,HH_1105,9.78,38.9,39,Sunny,1,7,3.78,Work From Home,0,1,1,Unexpected Spike,Critical,11.36,Inspect wiring and meter
08/01/25 15:00,HH_1018,17.96,23.6,73,Cloudy,0,8,5.87,Normal,1,0,1,Power Theft,Warning,17.91,Optimize AC temperature settings
08/01/25 18:00,HH_1076,6.29,26.6,57,Rainy,1,11,4.12,High Evening Usage,0,0,0,None,Normal,6.81,No action required
08/01/25 21:00,HH_1098,16.65,32.9,45,Stormy,0,5,2.82,Weekend Peak,1,1,0,Continuous Overload,Critical,18.37,Inspect wiring and meter
09/01/25 0:00,HH_1019,7.14,28.6,52,Windy,1,6,2.8,Weekend Peak,0,1,1,Power Theft,Warning,7.24,Use energy-efficient devices
09/01/25 3:00,HH_1148,2.84,25.1,74,Cloudy,1,6,0.15,Normal,1,1,0,Unexpected Spike,Warning,3.1,Schedule heavy appliances during off-peak hours
09/01/25 6:00,HH_1065,12.24,34.3,76,Rainy,0,6,4.75,Normal,1,0,0,Unexpected Spike,Critical,13.76,Inspect wiring and meter
09/01/25 9:00,HH_1052,10.73,21.2,64,Cloudy,1,4,1.62,Work From Home,1,1,0,Continuous Overload,Warning,10.11,Optimize AC temperature settings
09/01/25 12:00,HH_1102,8.17,41.2,81,Windy,1,2,1.66,Normal,1,1,1,Continuous Overload,Critical,7.62,Inspect wiring and meter
09/01/25 15:00,HH_1121,7.58,18.6,86,Windy,0,12,0.47,Work From Home,1,1,0,Appliance Fault,Warning,8.97,Use energy-efficient devices
09/01/25 18:00,HH_1127,4.6,20.8,45,Windy,1,7,4.06,Low Consumption,1,0,1,Power Theft,Critical,4.99,Check faulty appliances
09/01/25 21:00,HH_1009,9.39,34.6,43,Stormy,0,7,0.69,Weekend Peak,1,0,1,Unexpected Spike,Warning,11.18,Use energy-efficient devices
10/01/25 0:00,HH_1024,17.55,33.9,71,Windy,0,7,1.54,High Evening Usage,0,0,0,None,Normal,18.88,No action required
10/01/25 3:00,HH_1060,2.54,25.9,39,Windy,0,4,3.29,High Evening Usage,0,0,0,None,Normal,2.3,No action required
10/01/25 6:00,HH_1061,6.61,32.1,31,Rainy,0,8,3.2,Normal,1,1,1,Power Theft,Critical,6.95,Reduce peak hour usage
10/01/25 9:00,HH_1012,7.18,35.5,88,Windy,0,2,5.99,Work From Home,1,0,1,Continuous Overload,Warning,8.4,Use energy-efficient devices
10/01/25 12:00,HH_1038,12.31,19.6,47,Windy,1,8,5.97,Low Consumption,1,1,1,Power Theft,Warning,14.23,Schedule heavy appliances during off-peak hours
10/01/25 15:00,HH_1142,9.5,35.3,43,Stormy,0,8,2.1,Work From Home,1,1,0,Unexpected Spike,Critical,9.44,Check faulty appliances
10/01/25 18:00,HH_1096,3.54,40.9,73,Stormy,0,3,2.65,Weekend Peak,0,0,1,Power Theft,Critical,3.56,Reduce peak hour usage
10/01/25 21:00,HH_1109,17.51,38.8,76,Sunny,1,7,0.71,Low Consumption,0,0,1,Appliance Fault,Warning,17.6,Schedule heavy appliances during off-peak hours
11/01/25 0:00,HH_1095,6.01,20.8,47,Windy,1,10,5.85,Low Consumption,0,1,0,Appliance Fault,Critical,6.68,Check faulty appliances
11/01/25 3:00,HH_1087,11.28,26.4,41,Rainy,1,3,0.94,Normal,0,0,1,Continuous Overload,Critical,11.31,Check faulty appliances
11/01/25 6:00,HH_1080,11.74,35.3,79,Windy,0,4,1.03,Low Consumption,0,0,1,Continuous Overload,Critical,12.28,Check faulty appliances
11/01/25 9:00,HH_1107,4.26,24.6,78,Windy,1,3,1.77,Low Consumption,1,1,0,Appliance Fault,Critical,5.09,Inspect wiring and meter
11/01/25 12:00,HH_1002,14.39,22.9,90,Rainy,1,6,2.04,Normal,1,1,0,Appliance Fault,Critical,15.25,Inspect wiring and meter
11/01/25 15:00,HH_1129,3.62,31.4,72,Cloudy,0,8,0.21,Normal,1,1,1,Continuous Overload,Critical,3.38,Inspect wiring and meter
11/01/25 18:00,HH_1084,9.63,22.1,90,Windy,1,3,2.68,Normal,0,1,1,Power Theft,Critical,11.18,Reduce peak hour usage
11/01/25 21:00,HH_1087,3.68,23.3,79,Rainy,0,10,3.11,Weekend Peak,1,0,0,Power Theft,Warning,3.59,Optimize AC temperature settings
12/01/25 0:00,HH_1040,5.25,36.2,71,Sunny,1,9,4.55,Low Consumption,1,1,1,Appliance Fault,Critical,4.83,Check faulty appliances
12/01/25 3:00,HH_1078,7.96,37.1,67,Sunny,0,6,2.82,Normal,0,1,1,Power Theft,Warning,8.63,Schedule heavy appliances during off-peak hours
12/01/25 6:00,HH_1099,9.47,29.1,65,Sunny,0,7,3.67,Low Consumption,0,0,1,Power Theft,Critical,11.31,Inspect wiring and meter
12/01/25 9:00,HH_1130,13.47,33.5,32,Rainy,1,10,3.18,High Evening Usage,1,1,1,Continuous Overload,Critical,15.25,Reduce peak hour usage
12/01/25 12:00,HH_1014,3.52,36.9,71,Cloudy,0,10,4.1,Weekend Peak,1,0,1,Power Theft,Warning,4.14,Use energy-efficient devices
12/01/25 15:00,HH_1101,7.3,21.1,75,Sunny,1,12,4.77,High Evening Usage,0,1,1,Power Theft,Critical,7.25,Inspect wiring and meter
12/01/25 18:00,HH_1088,6.01,40.7,61,Rainy,0,4,0.56,Normal,0,1,0,Continuous Overload,Warning,5.7,Schedule heavy appliances during off-peak hours
12/01/25 21:00,HH_1043,8.15,35.3,32,Stormy,0,9,3.7,Work From Home,0,0,1,Continuous Overload,Warning,8.23,Schedule heavy appliances during off-peak hours
13/01/25 0:00,HH_1113,10.3,29.1,48,Stormy,1,4,4.92,Low Consumption,0,1,0,Continuous Overload,Critical,10.98,Inspect wiring and meter
13/01/25 3:00,HH_1133,14.33,38.4,48,Sunny,1,9,5.44,High Evening Usage,1,0,0,Continuous Overload,Critical,16.9,Check faulty appliances
13/01/25 6:00,HH_1014,8.49,27.5,53,Rainy,0,7,1.42,Weekend Peak,0,1,0,Appliance Fault,Warning,8.37,Use energy-efficient devices
13/01/25 9:00,HH_1036,12.04,36.2,60,Stormy,0,2,1.61,High Evening Usage,1,0,1,Appliance Fault,Critical,11.28,Inspect wiring and meter
13/01/25 12:00,HH_1108,3.47,33.3,69,Stormy,1,11,3.26,Low Consumption,0,0,1,Continuous Overload,Warning,3.76,Optimize AC temperature settings
13/01/25 15:00,HH_1147,10.61,28,72,Sunny,1,3,5.73,Low Consumption,0,1,1,Power Theft,Critical,12.67,Check faulty appliances
13/01/25 18:00,HH_1005,6.24,26.6,34,Cloudy,0,11,4.44,Weekend Peak,0,0,1,Unexpected Spike,Warning,7.17,Schedule heavy appliances during off-peak hours
13/01/25 21:00,HH_1119,15.08,41.5,60,Rainy,0,9,0.32,High Evening Usage,0,0,0,None,Normal,15,No action required
14/01/25 0:00,HH_1080,9.84,30.4,82,Windy,0,12,1.23,Weekend Peak,0,1,1,Power Theft,Critical,10.15,Check faulty appliances
14/01/25 3:00,HH_1113,17.59,39.5,54,Cloudy,1,9,2.27,Low Consumption,1,0,1,Power Theft,Critical,19.01,Inspect wiring and meter
14/01/25 6:00,HH_1140,7.58,25.1,36,Sunny,1,6,2.73,Work From Home,0,1,1,Continuous Overload,Warning,8.47,Use energy-efficient devices
14/01/25 9:00,HH_1112,3.66,24.6,80,Sunny,1,7,3.13,High Evening Usage,0,0,1,Power Theft,Warning,3.37,Schedule heavy appliances during off-peak hours
14/01/25 12:00,HH_1094,3,26.7,90,Windy,0,12,2.75,Weekend Peak,1,1,0,Appliance Fault,Critical,3.06,Reduce peak hour usage
14/01/25 15:00,HH_1072,13.9,24,37,Sunny,1,10,2.38,Low Consumption,0,1,1,Continuous Overload,Warning,16.66,Use energy-efficient devices
14/01/25 18:00,HH_1126,9.51,22.8,38,Sunny,1,3,4.88,Weekend Peak,1,0,1,Unexpected Spike,Warning,10.59,Schedule heavy appliances during off-peak hours
14/01/25 21:00,HH_1045,4.38,37,62,Rainy,0,4,1.5,Work From Home,0,1,1,Continuous Overload,Warning,4.75,Optimize AC temperature settings
15/01/25 0:00,HH_1017,10.65,25.4,75,Stormy,1,11,0.54,Weekend Peak,0,1,1,Unexpected Spike,Warning,12.39,Schedule heavy appliances during off-peak hours
15/01/25 3:00,HH_1047,10.29,36.4,38,Stormy,0,3,3.16,Weekend Peak,0,0,1,Appliance Fault,Critical,12.19,Reduce peak hour usage
15/01/25 6:00,HH_1073,12.34,38.3,46,Rainy,1,4,3.79,Low Consumption,0,0,0,None,Normal,11.74,No action required
15/01/25 9:00,HH_1087,15.29,38.2,66,Sunny,0,3,0.37,Low Consumption,1,0,1,Power Theft,Critical,17.84,Reduce peak hour usage
15/01/25 12:00,HH_1075,6.3,33.4,49,Stormy,1,6,2.78,Normal,0,1,1,Continuous Overload,Critical,6.06,Reduce peak hour usage
15/01/25 15:00,HH_1037,13.88,25.5,75,Cloudy,1,8,0.87,Weekend Peak,0,1,0,Continuous Overload,Warning,13.61,Optimize AC temperature settings
15/01/25 18:00,HH_1037,15.89,20.3,48,Stormy,1,5,5.78,High Evening Usage,1,1,0,Appliance Fault,Critical,19.05,Check faulty appliances
15/01/25 21:00,HH_1128,3.9,39.1,61,Sunny,1,10,2.8,High Evening Usage,0,1,0,Power Theft,Critical,4.09,Reduce peak hour usage
16/01/25 0:00,HH_1121,9.18,24.9,30,Sunny,1,7,4.61,Weekend Peak,0,1,0,Appliance Fault,Critical,9.79,Inspect wiring and meter
16/01/25 3:00,HH_1099,6.84,30.1,78,Windy,0,4,5.85,Work From Home,1,1,1,Appliance Fault,Warning,7.39,Use energy-efficient devices
16/01/25 6:00,HH_1129,13.56,19,32,Rainy,1,10,2.8,Low Consumption,0,1,1,Appliance Fault,Critical,16.23,Reduce peak hour usage
16/01/25 9:00,HH_1077,10.75,32.2,62,Windy,1,9,4.91,Weekend Peak,1,0,1,Unexpected Spike,Warning,11.6,Use energy-efficient devices
16/01/25 12:00,HH_1149,11.54,31.9,76,Sunny,0,10,3.81,Low Consumption,1,0,0,Power Theft,Warning,11.05,Use energy-efficient devices
16/01/25 15:00,HH_1081,8.86,28.1,56,Rainy,1,2,4.26,Low Consumption,0,1,1,Continuous Overload,Critical,10.52,Check faulty appliances
16/01/25 18:00,HH_1137,11.96,26.2,52,Cloudy,0,5,1.75,Weekend Peak,0,1,1,Appliance Fault,Critical,11.9,Check faulty appliances
16/01/25 21:00,HH_1144,6.96,40.4,80,Cloudy,1,8,4.93,High Evening Usage,1,0,1,Power Theft,Critical,8.19,Reduce peak hour usage
17/01/25 0:00,HH_1066,15.33,35.9,43,Rainy,1,10,4.21,High Evening Usage,0,0,0,None,Normal,14.03,No action required
17/01/25 3:00,HH_1136,4.05,23.4,44,Sunny,1,9,0.69,High Evening Usage,0,0,1,Continuous Overload,Critical,4.44,Check faulty appliances
17/01/25 6:00,HH_1083,12.61,24.8,33,Sunny,0,10,4.46,Normal,0,1,0,Power Theft,Critical,14.33,Inspect wiring and meter
17/01/25 9:00,HH_1075,11.3,39,30,Cloudy,0,7,1.78,Low Consumption,1,0,1,Unexpected Spike,Warning,12.91,Use energy-efficient devices
17/01/25 12:00,HH_1042,13.64,35.5,71,Cloudy,0,7,4.77,Low Consumption,0,0,1,Continuous Overload,Critical,12.63,Reduce peak hour usage
17/01/25 15:00,HH_1025,7.52,22.4,38,Stormy,0,2,1.64,High Evening Usage,1,1,1,Unexpected Spike,Warning,7.36,Use energy-efficient devices
17/01/25 18:00,HH_1061,7.26,19.5,37,Stormy,1,12,3.06,Weekend Peak,0,1,1,Appliance Fault,Warning,8.62,Use energy-efficient devices
17/01/25 21:00,HH_1040,8.95,28.9,68,Cloudy,1,10,4.83,High Evening Usage,0,0,1,Unexpected Spike,Warning,10.52,Optimize AC temperature settings
18/01/25 0:00,HH_1016,5.63,37.9,87,Windy,0,4,2.04,Low Consumption,1,0,0,Continuous Overload,Warning,6.59,Use energy-efficient devices
18/01/25 3:00,HH_1015,9.58,28.9,62,Stormy,0,10,2.83,Weekend Peak,0,1,1,Power Theft,Warning,10.28,Optimize AC temperature settings
18/01/25 6:00,HH_1109,17.91,26.3,34,Windy,0,9,0.29,Work From Home,0,0,1,Unexpected Spike,Critical,18.53,Check faulty appliances
18/01/25 9:00,HH_1097,4.56,19.9,72,Windy,1,3,1.15,Low Consumption,1,0,0,Power Theft,Warning,5.44,Use energy-efficient devices
18/01/25 12:00,HH_1140,6.34,28.2,54,Rainy,1,4,1.73,Normal,0,1,0,Appliance Fault,Warning,5.83,Schedule heavy appliances during off-peak hours
18/01/25 15:00,HH_1009,6.29,28.7,73,Sunny,0,8,2.69,Low Consumption,0,0,0,None,Normal,6.61,No action required
18/01/25 18:00,HH_1075,7.44,23.6,88,Windy,1,5,1.88,High Evening Usage,0,1,1,Unexpected Spike,Warning,7.94,Schedule heavy appliances during off-peak hours
18/01/25 21:00,HH_1045,10.18,33,57,Windy,1,12,4.06,Low Consumption,1,1,1,Appliance Fault,Critical,10.31,Reduce peak hour usage
19/01/25 0:00,HH_1122,15.79,23.8,44,Cloudy,0,9,5.5,Low Consumption,1,1,0,Continuous Overload,Warning,15.42,Use energy-efficient devices
19/01/25 3:00,HH_1021,3.93,40.1,84,Cloudy,0,2,1.68,Low Consumption,0,0,0,None,Normal,4.49,No action required
19/01/25 6:00,HH_1144,7.2,23.2,43,Cloudy,0,5,5.63,Normal,1,0,0,Continuous Overload,Warning,7.67,Use energy-efficient devices
19/01/25 9:00,HH_1098,7.28,29.2,71,Cloudy,1,10,5.31,Work From Home,0,1,1,Appliance Fault,Critical,7.24,Inspect wiring and meter
19/01/25 12:00,HH_1145,2.75,38.7,77,Rainy,1,6,1,Weekend Peak,0,1,0,Continuous Overload,Critical,2.69,Check faulty appliances
19/01/25 15:00,HH_1126,5.12,29.1,76,Cloudy,1,4,5.51,Low Consumption,0,0,0,None,Normal,6.06,No action required
19/01/25 18:00,HH_1013,15.56,36.3,56,Rainy,0,3,4.27,Normal,0,1,1,Power Theft,Critical,17.08,Inspect wiring and meter
19/01/25 21:00,HH_1002,2.76,30.8,56,Sunny,1,10,5.87,Normal,1,0,0,Power Theft,Warning,2.68,Schedule heavy appliances during off-peak hours
20/01/25 0:00,HH_1135,14.82,24.1,52,Cloudy,0,7,5.76,Work From Home,0,0,1,Power Theft,Warning,13.75,Use energy-efficient devices
20/01/25 3:00,HH_1097,13.39,31.3,33,Sunny,0,9,5.09,Weekend Peak,0,0,0,None,Normal,12.9,No action required
20/01/25 6:00,HH_1146,13.11,29.4,32,Sunny,1,10,3.42,Normal,0,1,0,Appliance Fault,Warning,14.76,Schedule heavy appliances during off-peak hours
20/01/25 9:00,HH_1102,11.24,40.3,49,Rainy,1,12,5.39,Weekend Peak,1,0,0,Unexpected Spike,Warning,10.45,Optimize AC temperature settings
20/01/25 12:00,HH_1020,17.3,26.2,79,Windy,1,7,0.27,Weekend Peak,1,1,0,Unexpected Spike,Critical,17.81,Reduce peak hour usage
20/01/25 15:00,HH_1150,7.08,33.9,35,Windy,0,3,0.58,High Evening Usage,1,0,1,Unexpected Spike,Critical,6.6,Inspect wiring and meter
20/01/25 18:00,HH_1079,4.08,28.7,78,Cloudy,0,4,2.64,Low Consumption,1,0,0,Power Theft,Critical,4.35,Reduce peak hour usage
20/01/25 21:00,HH_1084,8.91,38.7,30,Cloudy,0,10,5.44,High Evening Usage,0,1,0,Appliance Fault,Critical,8.82,Check faulty appliances
21/01/25 0:00,HH_1038,9.03,19.5,57,Cloudy,1,3,2.23,High Evening Usage,1,0,1,Power Theft,Warning,8.95,Use energy-efficient devices
21/01/25 3:00,HH_1086,9.32,38.2,54,Cloudy,1,12,5.85,High Evening Usage,1,1,0,Continuous Overload,Critical,8.88,Check faulty appliances
21/01/25 6:00,HH_1082,17.5,25,74,Stormy,0,7,2.32,Work From Home,1,0,0,Appliance Fault,Warning,20.75,Use energy-efficient devices
21/01/25 9:00,HH_1054,15.19,28.5,48,Sunny,1,12,3.05,Weekend Peak,0,1,0,Continuous Overload,Critical,14.01,Reduce peak hour usage
21/01/25 12:00,HH_1123,16.81,32,64,Windy,1,10,0.32,Weekend Peak,0,0,0,None,Normal,18.45,No action required
21/01/25 15:00,HH_1091,11.23,22,69,Sunny,1,7,5.8,Work From Home,0,0,0,None,Normal,10.98,No action required
21/01/25 18:00,HH_1131,13.16,35.9,65,Windy,0,9,2.31,Work From Home,0,1,0,Continuous Overload,Warning,13.01,Optimize AC temperature settings
21/01/25 21:00,HH_1030,7.9,38,76,Rainy,1,9,4.73,Low Consumption,1,1,1,Power Theft,Critical,8.82,Check faulty appliances
22/01/25 0:00,HH_1082,2.85,19.6,32,Sunny,1,12,0.75,High Evening Usage,0,0,0,None,Normal,2.85,No action required
22/01/25 3:00,HH_1110,12.26,41,44,Stormy,0,12,3.98,Work From Home,0,0,1,Continuous Overload,Critical,11.05,Inspect wiring and meter
22/01/25 6:00,HH_1053,11.45,24.7,75,Sunny,0,7,2.02,Work From Home,0,1,1,Unexpected Spike,Critical,12.4,Reduce peak hour usage
22/01/25 9:00,HH_1030,12.07,26.4,84,Stormy,1,11,3.58,High Evening Usage,1,0,0,Unexpected Spike,Warning,11.53,Schedule heavy appliances during off-peak hours
22/01/25 12:00,HH_1037,4.64,30.3,56,Windy,1,8,1.2,Low Consumption,0,0,1,Unexpected Spike,Warning,4.44,Use energy-efficient devices
22/01/25 15:00,HH_1014,10.01,38.8,90,Sunny,0,8,5.79,Low Consumption,1,1,1,Continuous Overload,Critical,10.48,Inspect wiring and meter
22/01/25 18:00,HH_1145,7.03,18.7,78,Rainy,1,5,3.27,High Evening Usage,1,1,0,Power Theft,Critical,7.96,Check faulty appliances
22/01/25 21:00,HH_1139,10.97,37.7,32,Stormy,1,3,4.44,High Evening Usage,1,0,1,Unexpected Spike,Critical,12.71,Inspect wiring and meter
