timestamp,anomaly_category,anomaly_type,server_load_kw,chilled_water_kj,outdoor_temp_c,humidity_pct,hvac_runtime_hr,airflow_velocity_mps,power_consumption_kw,ai_risk_score,status,year,month,day,hour,day_of_week,power_to_load_ratio,cooling_efficiency,thermal_stress_index,airflow_efficiency,high_risk_flag,severity_score,status_encoded
01-01-2026 23:00,Immediate Emergency Monitor,Server Room Overheating,377.5,12,40.1,61.8,19.1,2.82,261.2,75.8,Critical,2026,1,1,23,Thursday,0.69,0.03,44.99,0.747,1,91.08,2
02-01-2026 00:00,Immediate Emergency Monitor,Server Room Overheating,378.6,3.1,30.1,47.3,20.6,2.14,274.9,64.5,Critical,2026,1,2,0,Friday,0.73,0.01,37.13,0.565,0,80.98,2
02-01-2026 01:00,Immediate Emergency Monitor,Server Room Overheating,364.9,27.4,35.2,55.9,19.6,2.63,296.4,71.1,Critical,2026,1,2,1,Friday,0.81,0.07,40.94,0.721,0,86.78,2
02-01-2026 02:00,Immediate Emergency Monitor,Sudden Thermal Spike,363.4,0.3,37.1,60.9,21.7,2.93,338.8,75.4,Critical,2026,1,2,2,Friday,0.93,0,42.84,0.806,1,92.76,2
02-01-2026 03:00,Immediate Emergency Monitor,Server Room Overheating,334.5,21.4,31.1,66.9,19.2,2.79,288.7,80.4,Critical,2026,1,2,3,Friday,0.86,0.06,40.08,0.834,1,95.76,2
02-01-2026 04:00,Immediate Emergency Monitor,Server Room Overheating,364.3,0.4,33,51.8,19.3,2.94,338.3,69.7,Critical,2026,1,2,4,Friday,0.93,0,39,0.807,0,85.14,2
02-01-2026 05:00,Immediate Emergency Monitor,Server Room Overheating,334.9,1.9,35.5,60.2,22.4,2.53,431.1,76.9,Critical,2026,1,2,5,Friday,1.29,0.01,40.95,0.755,1,94.82,2
02-01-2026 06:00,Immediate Emergency Monitor,Sudden Thermal Spike,360.4,2.4,41.4,65.1,23,2.23,368,90.8,Critical,2026,1,2,6,Friday,1.02,0.01,45.73,0.619,1,109.2,2
02-01-2026 07:00,Immediate Emergency Monitor,Server Room Overheating,369.4,28,36.5,60.4,19.2,1.48,281.6,73.1,Critical,2026,1,2,7,Friday,0.76,0.08,42.64,0.401,0,88.46,2
02-01-2026 08:00,Immediate Emergency Monitor,Sudden Thermal Spike,364.6,22.1,36.3,54.3,18.4,2.09,381.9,74.3,Critical,2026,1,2,8,Friday,1.05,0.06,41.16,0.573,0,89.02,2
02-01-2026 09:00,Immediate Emergency Monitor,Sudden Thermal Spike,375.2,17.5,36.5,54.2,19.6,1.82,282.2,71.4,Critical,2026,1,2,9,Friday,0.75,0.05,41.6,0.485,0,87.08,2
02-01-2026 10:00,Immediate Emergency Monitor,Sudden Thermal Spike,373.7,20,39.4,60.8,20.7,3.18,161.5,71.6,Critical,2026,1,2,10,Friday,0.43,0.05,44.32,0.851,0,88.16,2
02-01-2026 11:00,Immediate Emergency Monitor,Sudden Thermal Spike,334.9,21.2,35.1,61.2,20.7,2.12,247.3,70.3,Critical,2026,1,2,11,Friday,0.74,0.06,40.95,0.633,0,86.86,2
02-01-2026 12:00,Immediate Emergency Monitor,Sudden Thermal Spike,376.2,1.9,39.9,56.1,19.8,2.26,198.1,71.9,Critical,2026,1,2,12,Friday,0.53,0.01,43.71,0.601,0,87.74,2
02-01-2026 13:00,Immediate Emergency Monitor,Server Room Overheating,321.3,9,36,57.3,18.3,2.45,291.3,71.2,Critical,2026,1,2,13,Friday,0.91,0.03,40.17,0.763,0,85.84,2
02-01-2026 14:00,Immediate Emergency Monitor,Server Room Overheating,375.6,3.2,39.2,61.4,20.5,2.22,325.1,77,Critical,2026,1,2,14,Friday,0.87,0.01,44.4,0.591,1,93.4,2
02-01-2026 15:00,Immediate Emergency Monitor,Server Room Overheating,335.6,4.8,31.9,49.6,18.4,2.96,425,70.8,Critical,2026,1,2,15,Friday,1.27,0.01,37.06,0.882,0,85.52,2
02-01-2026 16:00,Immediate Emergency Monitor,Server Room Overheating,359.9,26.5,39.8,47.8,22.1,1.92,321.8,72.9,Critical,2026,1,2,16,Friday,0.89,0.07,41.46,0.533,0,90.58,2
02-01-2026 17:00,Immediate Emergency Monitor,Sudden Thermal Spike,337.4,9.3,33,58.4,21.1,2.29,294.2,69.6,Critical,2026,1,2,17,Friday,0.87,0.03,39.43,0.679,0,86.48,2
02-01-2026 18:00,Immediate Emergency Monitor,Server Room Overheating,341.4,10.6,39.9,52.7,22.7,1.87,341,74.8,Critical,2026,1,2,18,Friday,1,0.03,41.87,0.548,0,92.96,2
02-01-2026 19:00,Immediate Emergency Monitor,Sudden Thermal Spike,374.8,28.6,33.9,57.6,20.1,1.61,167.3,66.8,Critical,2026,1,2,19,Friday,0.45,0.08,40.96,0.43,0,82.88,2
02-01-2026 20:00,Immediate Emergency Monitor,Server Room Overheating,376.5,26.3,31.2,58.8,20.4,1.92,324.4,70.2,Critical,2026,1,2,20,Friday,0.86,0.07,39.91,0.51,0,86.52,2
02-01-2026 21:00,Immediate Emergency Monitor,Server Room Overheating,350.2,5.8,40.3,65.9,22.1,2.18,371,90.2,Critical,2026,1,2,21,Friday,1.06,0.02,45,0.623,1,107.88,2
02-01-2026 22:00,Immediate Emergency Monitor,Sudden Thermal Spike,371.5,22.5,35.3,49,21.7,2.01,204.4,66.3,Critical,2026,1,2,22,Friday,0.55,0.06,39.83,0.541,0,83.66,2
02-01-2026 23:00,Immediate Emergency Monitor,Sudden Thermal Spike,360.4,5.4,38.3,47.9,19.4,1.89,373.6,73.6,Critical,2026,1,2,23,Friday,1.04,0.01,40.74,0.524,0,89.12,2
03-01-2026 00:00,Immediate Emergency Monitor,Sudden Thermal Spike,329.9,0.1,38.6,57.9,22.4,1.57,332.6,74.9,Critical,2026,1,3,0,Saturday,1.01,0,41.88,0.476,0,92.82,2
03-01-2026 01:00,Immediate Emergency Monitor,Server Room Overheating,329.7,2.5,30.2,67.3,19,2.16,285.5,79.8,Critical,2026,1,3,1,Saturday,0.87,0.01,39.55,0.655,1,95,2
03-01-2026 02:00,Immediate Emergency Monitor,Server Room Overheating,334.5,10.6,31.3,58,19.3,1.52,343.3,70,Critical,2026,1,3,2,Saturday,1.03,0.03,38.4,0.454,0,85.44,2
03-01-2026 03:00,Immediate Emergency Monitor,Sudden Thermal Spike,356.5,7.4,30.7,50.9,20.3,2.54,429.3,70.5,Critical,2026,1,3,3,Saturday,1.2,0.02,37.41,0.712,0,86.74,2
03-01-2026 04:00,Immediate Emergency Monitor,Sudden Thermal Spike,333.2,28.8,37.4,55.4,21.3,2.24,322.1,73,Critical,2026,1,3,4,Saturday,0.97,0.09,40.89,0.672,0,90.04,2
03-01-2026 05:00,Immediate Emergency Monitor,Sudden Thermal Spike,345.7,16.2,38.4,49.3,22.2,1.54,317.7,71.9,Critical,2026,1,3,5,Saturday,0.92,0.05,40.58,0.445,0,89.66,2
03-01-2026 06:00,Immediate Emergency Monitor,Sudden Thermal Spike,350,12.4,40.4,58.3,21.8,2.06,271.1,74.5,Critical,2026,1,3,6,Saturday,0.77,0.04,43.53,0.589,0,91.94,2
03-01-2026 07:00,Immediate Emergency Monitor,Server Room Overheating,326.9,18.2,31.4,48.6,20,1.86,253.7,63.8,Critical,2026,1,3,7,Saturday,0.78,0.06,36.32,0.569,0,79.8,2
03-01-2026 08:00,Immediate Emergency Monitor,Server Room Overheating,361.5,6.2,34.7,50.1,23.4,2.34,346.8,70.6,Critical,2026,1,3,8,Saturday,0.96,0.02,39.42,0.647,0,89.32,2
03-01-2026 09:00,Immediate Emergency Monitor,Server Room Overheating,350.5,12.6,30.2,46.7,22.8,2.8,272.9,63.5,Critical,2026,1,3,9,Saturday,0.78,0.04,36.12,0.799,0,81.74,2
03-01-2026 10:00,Immediate Emergency Monitor,Sudden Thermal Spike,348.5,16.8,37.5,51.3,22.1,1.36,309.4,71.6,Critical,2026,1,3,10,Saturday,0.89,0.05,40.63,0.39,0,89.28,2
03-01-2026 11:00,Immediate Emergency Monitor,Server Room Overheating,320.6,21.7,36.4,65.5,23,2.25,286.2,83.7,Critical,2026,1,3,11,Saturday,0.89,0.07,41.99,0.702,1,102.1,2
03-01-2026 12:00,Immediate Emergency Monitor,Sudden Thermal Spike,370.6,14.6,34,56.3,22.7,2.13,339.9,72,Critical,2026,1,3,12,Saturday,0.92,0.04,40.61,0.575,0,90.16,2
03-01-2026 13:00,Immediate Emergency Monitor,Sudden Thermal Spike,331,25.6,40.6,46.9,20.8,2.5,312.5,72.3,Critical,2026,1,3,13,Saturday,0.94,0.08,40.71,0.755,0,88.94,2
03-01-2026 14:00,Immediate Emergency Monitor,Sudden Thermal Spike,343.3,24.1,40.8,46.7,19.2,2.3,394.6,75.6,Critical,2026,1,3,14,Saturday,1.15,0.07,41.18,0.67,1,90.96,2
03-01-2026 15:00,Immediate Emergency Monitor,Server Room Overheating,372.6,11.7,36.5,46.7,23.8,1.86,274.7,68.9,Critical,2026,1,3,15,Saturday,0.74,0.03,40.01,0.499,0,87.94,2
03-01-2026 16:00,Immediate Emergency Monitor,Server Room Overheating,358.9,2.2,34.5,55.8,22.8,2.06,300,70.6,Critical,2026,1,3,16,Saturday,0.84,0.01,40.37,0.574,0,88.84,2
03-01-2026 17:00,Immediate Emergency Monitor,Server Room Overheating,379.8,16.8,33.9,53.8,19.3,1.84,234.1,68,Critical,2026,1,3,17,Saturday,0.62,0.04,40.37,0.484,0,83.44,2
03-01-2026 18:00,Immediate Emergency Monitor,Server Room Overheating,342.4,2.1,34.4,63.1,20.8,2.68,255.3,70.8,Critical,2026,1,3,18,Saturday,0.75,0.01,41.23,0.783,0,87.44,2
03-01-2026 19:00,Immediate Emergency Monitor,Server Room Overheating,359.4,21.3,30.1,61.5,19.3,2.21,345.3,70.5,Critical,2026,1,3,19,Saturday,0.96,0.06,39.33,0.615,0,85.94,2
03-01-2026 20:00,Immediate Emergency Monitor,Server Room Overheating,349,0.2,39.7,58.7,22.6,3.06,353.1,77,Critical,2026,1,3,20,Saturday,1.01,0,43.22,0.877,1,95.08,2
03-01-2026 21:00,Immediate Emergency Monitor,Sudden Thermal Spike,324,23,37,63.8,22.7,2.17,237.5,71.9,Critical,2026,1,3,21,Saturday,0.73,0.07,42.06,0.67,0,90.06,2
03-01-2026 22:00,Immediate Emergency Monitor,Server Room Overheating,368.2,15.5,31.7,60.5,22,1.88,353,71.8,Critical,2026,1,3,22,Saturday,0.96,0.04,40.22,0.511,0,89.4,2
03-01-2026 23:00,Immediate Emergency Monitor,Sudden Thermal Spike,364.5,5.1,32.3,63.7,23.3,1.52,403.4,74.9,Critical,2026,1,3,23,Saturday,1.11,0.01,41.04,0.417,0,93.54,2
04-01-2026 00:00,Immediate Emergency Monitor,Server Room Overheating,374.5,22.8,37.2,67.2,21.9,1.39,312.2,86.7,Critical,2026,1,4,0,Sunday,0.83,0.06,44.52,0.371,1,104.22,2
04-01-2026 01:00,Immediate Emergency Monitor,Sudden Thermal Spike,354.7,19,31.9,62.9,20.8,1.49,450.1,75.8,Critical,2026,1,4,1,Sunday,1.27,0.05,40.35,0.42,1,92.44,2
04-01-2026 02:00,Immediate Emergency Monitor,Sudden Thermal Spike,336.3,6.1,33.8,50.4,19.4,2.32,252,66.3,Critical,2026,1,4,2,Sunday,0.75,0.02,38.19,0.69,0,81.82,2
04-01-2026 03:00,Immediate Emergency Monitor,Server Room Overheating,345.5,27.2,36.1,46.9,19.1,2.43,240.2,66.8,Critical,2026,1,4,3,Sunday,0.7,0.08,38.95,0.703,0,82.08,2
04-01-2026 04:00,Immediate Emergency Monitor,Sudden Thermal Spike,361.8,11.5,39.9,64.9,22,1.49,196.9,74,Critical,2026,1,4,4,Sunday,0.54,0.03,44.99,0.412,0,91.6,2
04-01-2026 05:00,Immediate Emergency Monitor,Server Room Overheating,336.3,20.8,33.2,60.9,23.6,2.6,410.6,74.6,Critical,2026,1,4,5,Sunday,1.22,0.06,39.99,0.773,0,93.48,2
04-01-2026 06:00,Immediate Emergency Monitor,Sudden Thermal Spike,339.5,8.1,32.3,50.5,22.2,1.98,337.4,68.2,Critical,2026,1,4,6,Sunday,0.99,0.02,37.57,0.583,0,85.96,2
04-01-2026 07:00,Immediate Emergency Monitor,Sudden Thermal Spike,355.7,7.9,37.9,64.5,22.9,2.27,297.9,75.6,Critical,2026,1,4,7,Sunday,0.84,0.02,43.71,0.638,1,93.92,2
04-01-2026 08:00,Immediate Emergency Monitor,Server Room Overheating,365.7,5.6,31.1,54.2,22.2,2.93,330,68.7,Critical,2026,1,4,8,Sunday,0.9,0.02,38.58,0.801,0,86.46,2
04-01-2026 09:00,Immediate Emergency Monitor,Sudden Thermal Spike,345.9,0.9,33.1,67,18.2,2.6,219.6,79.8,Critical,2026,1,4,9,Sunday,0.63,0,41.48,0.752,1,94.36,2
04-01-2026 10:00,Immediate Emergency Monitor,Server Room Overheating,334.6,16.7,30.5,53.1,22,2.08,470.2,72.4,Critical,2026,1,4,10,Sunday,1.41,0.05,37.02,0.622,0,90,2
04-01-2026 11:00,Immediate Emergency Monitor,Sudden Thermal Spike,373.9,26.6,33.9,69.9,23.4,1.8,302.4,84.8,Critical,2026,1,4,11,Sunday,0.81,0.07,43.39,0.481,1,103.52,2
04-01-2026 12:00,Immediate Emergency Monitor,Sudden Thermal Spike,369.5,25.3,33,46.7,21.5,1.23,312.6,67.4,Critical,2026,1,4,12,Sunday,0.85,0.07,38.16,0.333,0,84.6,2
04-01-2026 13:00,Immediate Emergency Monitor,Server Room Overheating,325.7,30,33.9,65.2,22.5,1.88,338.1,83.8,Critical,2026,1,4,13,Sunday,1.04,0.09,40.85,0.577,1,101.8,2
04-01-2026 14:00,Immediate Emergency Monitor,Sudden Thermal Spike,371.5,29.9,32.9,55.3,18.2,2.1,301.9,69.6,Critical,2026,1,4,14,Sunday,0.81,0.08,39.89,0.565,0,84.16,2
04-01-2026 15:00,Immediate Emergency Monitor,Server Room Overheating,327.8,0.7,34.3,59.2,22.7,1.76,322.4,71.6,Critical,2026,1,4,15,Sunday,0.98,0,39.92,0.537,0,89.76,2
04-01-2026 16:00,Immediate Emergency Monitor,Sudden Thermal Spike,338.8,19.6,32.8,64.1,18.1,2.14,290.3,71.1,Critical,2026,1,4,16,Sunday,0.86,0.06,40.51,0.632,0,85.58,2
04-01-2026 17:00,Immediate Emergency Monitor,Sudden Thermal Spike,357.4,22.9,30.5,60.5,23,2.23,345.4,70.5,Critical,2026,1,4,17,Sunday,0.97,0.06,39.26,0.624,0,88.9,2
04-01-2026 18:00,Immediate Emergency Monitor,Sudden Thermal Spike,353.8,18.7,40.4,59.5,21.5,2.1,416.1,80,Critical,2026,1,4,18,Sunday,1.18,0.05,43.89,0.594,1,97.2,2
04-01-2026 19:00,Immediate Emergency Monitor,Sudden Thermal Spike,379.4,22.7,35.3,54.7,22.2,1.91,384.7,74,Critical,2026,1,4,19,Sunday,1.01,0.06,41.24,0.503,0,91.76,2
04-01-2026 20:00,Immediate Emergency Monitor,Sudden Thermal Spike,333.7,17.9,41.1,53.5,23.6,2.28,407.2,78.2,Critical,2026,1,4,20,Sunday,1.22,0.05,42.37,0.683,1,97.08,2
04-01-2026 21:00,Immediate Emergency Monitor,Server Room Overheating,351.7,6.3,41.9,61.2,23.9,2.4,280.4,77,Critical,2026,1,4,21,Sunday,0.8,0.02,44.91,0.682,1,96.12,2
04-01-2026 22:00,Immediate Emergency Monitor,Server Room Overheating,368.3,21.5,37.1,56.4,18.3,1.71,238.3,71,Critical,2026,1,4,22,Sunday,0.65,0.06,42.11,0.464,0,85.64,2
04-01-2026 23:00,Immediate Emergency Monitor,Server Room Overheating,360.5,20.3,34.5,49.2,23.7,2.83,316.3,69.2,Critical,2026,1,4,23,Sunday,0.88,0.06,39.11,0.785,0,88.16,2
05-01-2026 00:00,Immediate Emergency Monitor,Sudden Thermal Spike,350,20.7,38.4,51.9,21.9,2.16,316.9,72.8,Critical,2026,1,5,0,Monday,0.91,0.06,41.25,0.617,0,90.32,2
05-01-2026 01:00,Immediate Emergency Monitor,Server Room Overheating,329.4,19.1,37.2,62.6,19.1,2.21,381.8,77.1,Critical,2026,1,5,1,Monday,1.16,0.06,42.1,0.671,1,92.38,2
05-01-2026 02:00,Immediate Emergency Monitor,Server Room Overheating,347.3,20,40,45.5,19,2.52,198.1,67.9,Critical,2026,1,5,2,Monday,0.57,0.06,40.68,0.726,0,83.1,2
05-01-2026 03:00,Immediate Emergency Monitor,Sudden Thermal Spike,366.7,18.3,38.4,65.1,23,2.3,392.1,89.5,Critical,2026,1,5,3,Monday,1.07,0.05,44.44,0.627,1,107.9,2
05-01-2026 04:00,Hidden Degradation Tracker,Predictive Failure,231.3,259.7,11.1,44,15.1,2.63,300.4,48.7,Warning,2026,1,5,4,Monday,1.3,1.12,22.06,1.137,0,60.78,1
05-01-2026 05:00,Hidden Degradation Tracker,Continuous HVAC Runtime,216.5,324.7,24.2,62.6,17,2.33,287.1,63.7,Warning,2026,1,5,5,Monday,1.33,1.49,31.84,1.076,0,77.3,1
05-01-2026 06:00,Hidden Degradation Tracker,Continuous HVAC Runtime,184.3,308.6,19.3,43.7,14.9,1.92,235,52.2,Warning,2026,1,5,6,Monday,1.28,1.67,24.53,1.042,0,64.12,1
05-01-2026 07:00,Hidden Degradation Tracker,Cooling Inefficiency,149,330.4,11.6,58.2,20.9,2.36,190.3,49,Warning,2026,1,5,7,Monday,1.28,2.2,22.41,1.584,0,65.72,1
05-01-2026 08:00,Hidden Degradation Tracker,Cooling Inefficiency,285.3,273.1,6,60.8,21.4,1.69,366.4,52.4,Warning,2026,1,5,8,Monday,1.28,0.95,24.67,0.592,0,69.52,1
05-01-2026 09:00,Hidden Degradation Tracker,Compressor Degradation,244,388.2,4.8,43.2,21.5,2.25,324.7,44.7,Warning,2026,1,5,9,Monday,1.33,1.58,19.17,0.922,0,61.9,1
05-01-2026 10:00,Hidden Degradation Tracker,Predictive Failure,169.1,316.2,22.8,52,14.3,2.19,206,55.8,Warning,2026,1,5,10,Monday,1.22,1.86,27.44,1.295,0,67.24,1
05-01-2026 11:00,Hidden Degradation Tracker,Compressor Degradation,168.8,303.2,7.9,59.1,18.3,2.11,199.6,46.3,Warning,2026,1,5,11,Monday,1.18,1.79,21.4,1.25,0,60.94,1
05-01-2026 12:00,Hidden Degradation Tracker,Continuous HVAC Runtime,221.5,242.1,9.4,41.9,14.1,2.14,281,45.9,Warning,2026,1,5,12,Monday,1.27,1.09,20.46,0.966,0,57.18,1
05-01-2026 13:00,Hidden Degradation Tracker,Continuous HVAC Runtime,331.8,340,3.7,40.4,17.5,1.35,410.7,46.4,Warning,2026,1,5,13,Monday,1.24,1.02,20.99,0.407,0,60.4,1
05-01-2026 14:00,Hidden Degradation Tracker,Predictive Failure,225.7,271.8,8.1,40.3,16.4,1.95,290.9,44.9,Warning,2026,1,5,14,Monday,1.29,1.2,19.63,0.864,0,58.02,1
05-01-2026 15:00,Hidden Degradation Tracker,Compressor Degradation,157.3,313.5,2.3,37.1,18.5,2.24,204.2,36.3,Warning,2026,1,5,15,Monday,1.3,1.98,13.81,1.424,0,51.1,1
05-01-2026 16:00,Hidden Degradation Tracker,Compressor Degradation,226.5,382.1,8.1,45,23.3,2.27,285.6,46,Warning,2026,1,5,16,Monday,1.26,1.68,20.6,1.002,0,64.64,1
05-01-2026 17:00,Hidden Degradation Tracker,Continuous HVAC Runtime,225,330.8,21.1,42.3,17.4,1.74,308.2,56.2,Warning,2026,1,5,17,Monday,1.37,1.46,26.51,0.773,0,70.12,1
05-01-2026 18:00,Hidden Degradation Tracker,Predictive Failure,91.7,123.6,9.8,44.1,10.3,2.77,106.2,39.1,Warning,2026,1,5,18,Monday,1.16,1.33,16.78,3.021,0,47.34,1
05-01-2026 19:00,Hidden Degradation Tracker,Continuous HVAC Runtime,237,326.9,18,43.4,16.7,1.81,292.3,53.1,Warning,2026,1,5,19,Monday,1.23,1.37,25.58,0.764,0,66.46,1
05-01-2026 20:00,Hidden Degradation Tracker,Predictive Failure,227.3,342.3,19.8,49.1,17.6,2.64,292.1,56.4,Warning,2026,1,5,20,Monday,1.29,1.5,27.3,1.161,0,70.48,1
05-01-2026 21:00,Hidden Degradation Tracker,Compressor Degradation,278.3,281.7,8.6,34.5,23.2,2.39,327.5,44.9,Warning,2026,1,5,21,Monday,1.18,1.01,20.48,0.859,0,63.46,1
05-01-2026 22:00,Hidden Degradation Tracker,Cooling Inefficiency,341.7,279.5,10.9,51.1,22.4,1.91,423,55.5,Warning,2026,1,5,22,Monday,1.24,0.82,27.06,0.559,0,73.42,1
05-01-2026 23:00,Hidden Degradation Tracker,Predictive Failure,302,412.8,19.2,51.9,17.4,3,396.5,60.8,Warning,2026,1,5,23,Monday,1.31,1.36,30.05,0.993,0,74.72,1
06-01-2026 00:00,Hidden Degradation Tracker,Continuous HVAC Runtime,225.2,373.7,27.6,41.1,16.9,1.66,289.6,59.8,Warning,2026,1,6,0,Tuesday,1.29,1.65,29.53,0.737,0,73.32,1
06-01-2026 01:00,Hidden Degradation Tracker,Continuous HVAC Runtime,179.1,378.6,27.3,52.8,16,2.61,238.7,61.2,Warning,2026,1,6,1,Tuesday,1.33,2.1,30.18,1.457,0,74,1
06-01-2026 02:00,Hidden Degradation Tracker,Cooling Inefficiency,380,370.4,4.9,51.3,24,2.65,448.8,52.2,Warning,2026,1,6,2,Tuesday,1.18,0.97,25.38,0.697,0,71.4,1
06-01-2026 03:00,Hidden Degradation Tracker,Compressor Degradation,243.3,384.6,2.3,36.5,21.7,1.9,296.7,39.5,Warning,2026,1,6,3,Tuesday,1.22,1.57,16.56,0.781,0,56.86,1
06-01-2026 04:00,Hidden Degradation Tracker,Continuous HVAC Runtime,240.8,329.1,15.2,54.4,17.1,2.83,302.7,54.9,Warning,2026,1,6,4,Tuesday,1.26,1.36,26.51,1.175,0,68.58,1
06-01-2026 05:00,Hidden Degradation Tracker,Cooling Inefficiency,238.7,319.8,11.7,51.4,23.1,2.09,299.3,51.1,Warning,2026,1,6,5,Tuesday,1.25,1.33,24.09,0.876,0,69.58,1
06-01-2026 06:00,Hidden Degradation Tracker,Continuous HVAC Runtime,250.9,420,32.6,49.5,22,2.33,344.7,68.3,Warning,2026,1,6,6,Tuesday,1.37,1.67,34.56,0.929,0,85.9,1
06-01-2026 07:00,Hidden Degradation Tracker,Continuous HVAC Runtime,232.1,420,30.3,51.8,18.5,2.32,307.3,65.7,Warning,2026,1,6,7,Tuesday,1.32,1.8,33.25,1,0,80.5,1
